Iteration,Distance
0,2818.621642239474
1,2818.621642239474
2,2818.621642239474
3,2818.621642239474
4,2818.621642239474
5,2818.621642239474
6,2818.621642239474
7,2818.621642239474
8,2818.621642239474
9,2818.621642239474
10,2818.621642239474
11,2818.621642239474
12,2818.621642239474
13,2818.621642239474
14,2818.621642239474
15,2818.621642239474
16,2818.621642239474
17,2818.621642239474
18,2818.621642239474
19,2818.621642239474
20,2818.621642239474
21,2818.621642239474
22,2818.621642239474
23,2818.621642239474
24,2818.621642239474
25,2818.621642239474
26,2818.621642239474
27,2818.621642239474
28,2818.621642239474
29,2815.5821059075547
30,2815.5821059075547
31,2815.5821059075547
32,2815.5821059075547
33,2815.5821059075547
34,2815.5821059075547
35,2815.5821059075547
36,2815.5821059075547
37,2815.5821059075547
38,2815.5821059075547
39,2815.5821059075547
40,2815.5821059075547
41,2815.5821059075547
42,2815.5821059075547
43,2815.5821059075547
44,2815.5821059075547
45,2815.5821059075547
46,2815.5821059075547
47,2812.2819342405546
48,2812.2819342405546
49,2812.2819342405546
50,2812.2819342405546
51,2812.2819342405546
52,2812.2819342405546
53,2812.2819342405546
54,2812.2819342405546
55,2812.2819342405546
56,2812.2819342405546
57,2812.2819342405546
58,2812.2819342405546
59,2812.2819342405546
60,2812.2819342405546
61,2812.2819342405546
62,2812.2819342405546
63,2812.2819342405546
64,2812.2819342405546
65,2812.2819342405546
66,2812.2819342405546
67,2812.2819342405546
68,2812.2819342405546
69,2812.2819342405546
70,2812.2819342405546
71,2812.2819342405546
72,2812.2819342405546
73,2812.2819342405546
74,2812.2819342405546
75,2812.2819342405546
76,2812.2819342405546
77,2812.2819342405546
78,2812.2819342405546
79,2812.2819342405546
80,2812.2819342405546
81,2812.2819342405546
82,2812.2819342405546
83,2812.2819342405546
84,2812.2819342405546
85,2812.2819342405546
86,2812.2819342405546
87,2812.2819342405546
88,2812.2819342405546
89,2812.2819342405546
90,2812.2819342405546
91,2812.2819342405546
92,2812.2819342405546
93,2812.2819342405546
94,2812.2819342405546
95,2812.2819342405546
96,2812.2819342405546
97,2812.2819342405546
98,2812.2819342405546
99,2812.2819342405546
100,2812.2819342405546
101,2812.2819342405546
102,2812.2819342405546
103,2812.2819342405546
104,2812.2819342405546
105,2812.2819342405546
106,2812.2819342405546
107,2812.2819342405546
108,2812.2819342405546
109,2812.2819342405546
110,2812.2819342405546
111,2812.2819342405546
112,2812.2819342405546
113,2812.2819342405546
114,2812.2819342405546
115,2812.2819342405546
116,2812.2819342405546
117,2812.2819342405546
118,2812.2819342405546
119,2812.2819342405546
120,2812.2819342405546
121,2812.2819342405546
122,2812.2819342405546
123,2812.2819342405546
124,2812.2819342405546
125,2812.2819342405546
126,2812.2819342405546
127,2812.2819342405546
128,2812.2819342405546
129,2812.2819342405546
130,2812.2819342405546
131,2812.2819342405546
132,2812.2819342405546
133,2812.2819342405546
134,2812.2819342405546
135,2812.2819342405546
136,2812.2819342405546
137,2812.2819342405546
138,2812.2819342405546
139,2812.2819342405546
140,2812.2819342405546
141,2812.2819342405546
142,2812.2819342405546
143,2812.2819342405546
144,2812.2819342405546
145,2812.2819342405546
146,2812.2819342405546
147,2812.2819342405546
148,2812.2819342405546
149,2812.2819342405546
150,2812.2819342405546
151,2812.2819342405546
152,2812.2819342405546
153,2812.2819342405546
154,2812.2819342405546
155,2812.2819342405546
156,2812.2819342405546
157,2812.2819342405546
158,2812.2819342405546
159,2812.2819342405546
160,2812.2819342405546
161,2812.2819342405546
162,2812.2819342405546
163,2812.2819342405546
164,2812.2819342405546
165,2812.2819342405546
166,2812.2819342405546
167,2812.2819342405546
168,2812.2819342405546
169,2812.2819342405546
170,2812.2819342405546
171,2812.2819342405546
172,2812.2819342405546
173,2812.2819342405546
174,2812.2819342405546
175,2812.2819342405546
176,2812.2819342405546
177,2812.2819342405546
178,2812.2819342405546
179,2812.2819342405546
180,2812.2819342405546
181,2812.2819342405546
182,2812.2819342405546
183,2812.2819342405546
184,2812.2819342405546
185,2812.2819342405546
186,2812.2819342405546
187,2812.2819342405546
188,2812.2819342405546
189,2812.2819342405546
190,2812.2819342405546
191,2812.2819342405546
192,2812.2819342405546
193,2812.2819342405546
194,2812.2819342405546
195,2812.2819342405546
196,2812.2819342405546
197,2812.2819342405546
198,2812.2819342405546
199,2812.2819342405546
200,2812.2819342405546
201,2812.2819342405546
202,2812.2819342405546
203,2812.2819342405546
204,2812.2819342405546
205,2812.2819342405546
206,2812.2819342405546
207,2812.2819342405546
208,2812.2819342405546
209,2812.2819342405546
210,2812.2819342405546
211,2812.2819342405546
212,2812.2819342405546
213,2812.2819342405546
214,2812.2819342405546
215,2812.2819342405546
216,2812.2819342405546
217,2812.2819342405546
218,2812.2819342405546
219,2812.2819342405546
220,2812.2819342405546
221,2812.2819342405546
222,2812.2819342405546
223,2812.2819342405546
224,2812.2819342405546
225,2812.2819342405546
226,2812.2819342405546
227,2812.2819342405546
228,2812.2819342405546
229,2812.2819342405546
230,2812.2819342405546
231,2812.2819342405546
232,2812.2819342405546
233,2812.2819342405546
234,2812.2819342405546
235,2812.2819342405546
236,2812.2819342405546
237,2812.2819342405546
238,2812.2819342405546
239,2812.2819342405546
240,2812.2819342405546
241,2812.2819342405546
242,2812.2819342405546
243,2812.2819342405546
244,2812.2819342405546
245,2812.2819342405546
246,2812.2819342405546
247,2812.2819342405546
248,2812.2819342405546
249,2812.2819342405546
250,2812.2819342405546
251,2812.2819342405546
252,2812.2819342405546
253,2812.2819342405546
254,2812.2819342405546
255,2812.2819342405546
256,2812.2819342405546
257,2812.2819342405546
258,2812.2819342405546
259,2812.2819342405546
260,2812.2819342405546
261,2812.2819342405546
262,2812.2819342405546
263,2812.2819342405546
264,2812.2819342405546
265,2812.2819342405546
266,2812.2819342405546
267,2812.2819342405546
268,2812.2819342405546
269,2812.2819342405546
270,2812.2819342405546
271,2812.2819342405546
272,2812.2819342405546
273,2812.2819342405546
274,2812.2819342405546
275,2812.2819342405546
276,2812.2819342405546
277,2812.2819342405546
278,2812.2819342405546
